utterance,ctc_viterbi_encoding_ms,ctc_viterbi_phone_region_and_scoring_ms,ctc_viterbi_stress_ms,ctc_viterbi_downstream_total_ms,ctc_viterbi_scored_phones,ctc_viterbi_scored_polysyllabic_words,mfa_encoding_ms,mfa_phone_region_and_scoring_ms,mfa_stress_ms,mfa_downstream_total_ms,mfa_scored_phones,mfa_scored_polysyllabic_words
000960054,48.01516700536013,1.8570829997770488,0.00033300602808594704,49.87283400259912,9,0,47.852624993538484,0.11495800572447479,0.000500003807246685,47.96845800592564,9,0
000960066,94.4542920042295,6.985292013268918,80.24779200786725,181.68783400324173,18,2,91.95775000262074,0.3052079991903156,91.11287500127219,183.37650000466965,18,2
000960071,52.914915984729305,2.817000000504777,36.90804200596176,92.64070799690671,14,1,53.12641701311804,0.17754200962372124,43.62783400574699,96.93229099502787,14,1
000960073,54.88749998039566,3.3066670002881438,40.4694169992581,98.66445799707435,16,1,54.62779197841883,0.19491699640639126,44.62195801897906,99.44549997453578,16,1
000960084,70.2979170018807,4.797458997927606,0.0007079797796905041,75.09654201567173,15,0,70.24733300204389,0.22245798027142882,0.0006249756552278996,70.47091698041186,15,0
000960090,44.83420797623694,1.3592499890364707,0.0006250047590583563,46.19449999881908,4,0,44.54699999769218,0.06891699740663171,0.0006659829523414373,44.61700000683777,4,0
000960093,55.64820798463188,2.6433750172145665,0.0005829788278788328,58.292417001212016,12,0,56.091791979270056,0.17379201017320156,0.000667001586407423,56.266541010700166,12,0
000960136,55.84766701213084,3.461416985373944,0.0006250047590583563,59.310208016540855,15,0,55.93637499259785,0.18200001795776188,0.0007079797796905041,56.11937498906627,15,0
000960167,44.513040978927165,1.241791993379593,0.0004580069798976183,45.75566700077616,7,0,44.61308300960809,0.09337498340755701,0.0006249756552278996,44.707291992381215,7,0
000960168,38.58279198175296,1.0551660088822246,0.0006250047590583563,39.63899999507703,7,0,38.47791600855999,0.08837500354275107,0.000500003807246685,38.567125011468306,7,0
001110009,47.62425000080839,1.9134579924866557,0.00041601015254855156,49.538582999957725,9,0,47.494124999502674,0.11166601325385273,0.0004580069798976183,47.606583015294746,9,0
001110023,52.68708401126787,2.68829200649634,67.8013330034446,123.17716699908487,14,1,52.03204197459854,0.1650409831199795,56.88704102067277,109.0846250008326,14,1
001110039,58.50766701041721,2.68529198365286,0.0007500057108700275,61.19412500993349,13,0,54.41991600673646,0.17283300985582173,0.0005829788278788328,54.593709006439894,13,0
001110040,42.50916698947549,0.9607080137357116,0.0005839974619448185,43.47091697854921,7,0,42.58641699561849,0.10508298873901367,0.0007089984137564898,42.692832998000085,7,0
001110047,64.70666700624861,2.6573749782983214,0.0006250047590583563,67.36529100453481,12,0,65.07895802496932,0.15787500888109207,0.0007080088835209608,65.23783301236108,12,0
001110056,53.374791983515024,3.194499993696809,91.37387498049065,147.94374999473803,17,2,53.0132909771055,0.2033339987974614,98.17025001393631,151.38766702148132,17,2
001110060,46.378125000046566,2.0051670144312084,37.53637499175966,85.92025001416914,12,1,46.5213340066839,0.1530410081613809,47.50908399000764,94.18416698463261,12,1
001110067,56.80979200406,3.3449170005042106,81.28941597533412,141.44495798973367,16,2,56.77670901059173,0.20916701760143042,72.19870897824876,129.18537500081584,16,2
001110072,45.350708009209484,2.4613749992568046,39.37566699460149,87.18829200370237,15,1,45.5220419971738,0.17979199765250087,40.456582995830104,86.15879199351184,15,1
001110076,62.70645800395869,4.03745801304467,0.000500003807246685,66.74483401002362,16,0,62.55287499516271,0.19758299458771944,0.0005839974619448185,62.75145898689516,16,0
001110094,54.40424999687821,3.05054199998267,0.000500003807246685,57.45558300986886,16,0,54.27333401166834,0.19866699585691094,0.0006250047590583563,54.47295799967833,16,0
001110099,52.5622499990277,3.3340000081807375,0.00045797787606716156,55.896999983815476,16,0,52.11862499709241,0.20212499657645822,0.0006249756552278996,52.32195899588987,16,0
001110114,69.78849999723025,5.200999992666766,38.97195801255293,113.96220800816081,17,1,70.6404999946244,0.21320799714885652,39.52633298467845,110.38045800523832,17,1
001110129,54.22708301921375,2.877125021768734,0.0006660120561718941,57.105334009975195,13,0,54.61079199449159,0.1746669877320528,0.0007089984137564898,54.78654202306643,13,0
001110135,45.683917007409036,1.7019170045387,43.07466701720841,90.46095801750198,10,1,45.87375000119209,0.1250420173164457,52.97516699647531,98.97441702196375,10,1
001110137,70.79399999929592,5.433124984847382,41.352708998601884,117.58037499384955,17,1,71.13295799354091,0.2492500061634928,45.9472079819534,117.33016700600274,17,1
001110141,63.871624995954335,4.531208018306643,107.18366698711179,175.5874170048628,17,2,63.98495897883549,0.22950000129640102,91.28337498987094,155.4986249830108,17,2
001110151,44.746208004653454,1.9268330070190132,0.000667001586407423,46.674083976540715,11,0,44.4079999870155,0.12608300312422216,0.0005410111043602228,44.53491701860912,11,0
001110173,48.12033401685767,2.769832994090393,0.0006250047590583563,50.89108299580403,15,0,48.335416009649634,0.1924170064739883,0.000500003807246685,48.52875001961365,15,0
001120010,38.7313749815803,1.3203330163378268,0.0005839974619448185,40.05262500140816,8,0,38.765499979490414,0.09795802179723978,0.000500003807246685,38.864374975673854,8,0
001120024,45.80537500442006,2.93445898569189,58.096583001315594,106.83716699713841,16,1,46.42450000392273,0.18166599329560995,37.59900000295602,84.20583300176077,16,1
001120031,44.416042015654966,2.0920420065522194,0.0006250047590583563,46.509333013091236,14,0,44.67750000185333,0.1686670002527535,0.0005839974619448185,44.8471249837894,14,0
001120038,45.83858299884014,2.113416005158797,0.0005830079317092896,47.95274999924004,12,0,46.58375002327375,0.16329099889844656,0.0004580069798976183,46.747832995606586,12,0
001120063,47.70133399870247,2.78791700839065,0.0005840265657752752,50.490250025177374,13,0,47.78141700080596,0.15404200530610979,0.000500003807246685,47.9362920159474,13,0
001120078,52.58033299469389,3.2219999993685633,0.0005839974619448185,55.803250026656315,15,0,52.70208400906995,0.18079200526699424,0.0006249756552278996,52.883957978338,15,0
001120090,44.26933400100097,1.8047909834422171,63.857915985863656,109.93270800099708,9,1,44.45549999945797,0.1257499970961362,47.258582984795794,91.8403749819845,9,1
