utterance,speaker,wall_ms,stage_preparation_ms,stage_ctc_encoding_ms,stage_ctc_viterbi_ms,stage_phone_scoring_ms,stage_total_ms
014650037,1465,58.829833986237645,0.173,55.057,2.292,0.418,57.964
014650038,1465,62.462084024446085,0.204,58.096,2.678,0.439,61.439
014650040,1465,70.71137501043268,0.231,66.228,2.927,0.388,69.796
014650041,1465,46.762458980083466,0.203,44.221,1.089,0.328,45.864
014650043,1465,58.504999993601814,0.188,55.153,2.349,0.392,58.103
014650047,1465,59.477333998074755,0.166,55.649,2.627,0.491,58.957
014650058,1465,82.76995900087059,0.214,76.186,4.581,0.764,81.773
014650059,1465,78.76791601302102,0.207,74.067,3.573,0.491,78.358
014650063,1465,65.80683300853707,0.23,61.48,2.657,0.452,64.845
014650085,1465,76.48820799659006,0.2,70.62,4.518,0.689,76.059
014650087,1465,74.10645799245685,0.194,69.124,3.215,0.636,73.195
014650088,1465,102.73545800009742,0.274,93.356,6.951,0.664,101.269
014650108,1465,127.86358300945722,0.319,116.664,9.192,0.62,126.818
014650113,1465,90.56645800592378,0.271,82.979,5.829,0.565,89.668
014650125,1465,60.96458400133997,0.207,57.138,2.271,0.368,60.003
014650145,1465,110.57262500980869,0.285,98.721,9.643,0.848,109.526
014650164,1465,79.9696670146659,0.225,74.249,4.011,0.511,79.017
014690004,1469,71.00924997939728,0.2,66.183,3.585,0.573,70.562
014690006,1469,65.7792080019135,0.258,60.218,3.604,0.515,64.617
014690018,1469,67.09654099540785,0.196,61.703,3.743,0.524,66.188
014690020,1469,84.53070800169371,0.229,77.752,4.757,0.771,83.535
014690047,1469,63.21070800186135,0.207,58.769,2.859,0.439,62.298
014690048,1469,75.67729201400653,0.199,68.594,5.316,0.662,74.794
014690050,1469,119.9423750222195,0.29,108.648,9.189,0.816,118.969
014690055,1469,84.62487498763949,0.191,77.187,5.6,0.773,83.775
014690062,1469,67.86895799450576,0.207,63.468,2.798,0.463,66.957
014690067,1469,71.63374999072403,0.192,66.624,3.266,0.542,70.644
014690074,1469,63.16545800655149,0.194,58.596,2.682,0.438,61.931
014690082,1469,85.7702499779407,0.226,77.993,4.833,0.647,83.728
014690110,1469,91.7389579990413,0.232,83.222,6.96,0.805,91.244
014690113,1469,89.13700000266545,0.233,80.21,6.99,0.769,88.222
014690121,1469,82.14795900858007,0.259,76.702,3.608,0.474,81.065
014690125,1469,59.58904098952189,0.221,55.433,2.524,0.475,58.674
014690136,1469,106.53033302514814,0.264,99.142,6.118,0.477,106.022
014690144,1469,81.97045800625347,0.223,74.48,5.51,0.702,80.939
014690150,1469,59.78408397641033,0.23,56.341,1.893,0.342,58.829
014690167,1469,81.8255830090493,0.249,74.076,5.66,0.801,80.81
015010004,1501,60.39329199120402,0.24,54.91,3.454,0.762,59.392
015010014,1501,54.68079200363718,0.191,50.178,2.867,0.485,53.743
015010033,1501,48.055958992335945,0.173,43.169,1.49,0.311,45.165
015010038,1501,45.5828330013901,0.195,42.437,1.652,0.378,44.684
015010041,1501,48.979915998643264,0.149,46.2,1.818,0.394,48.583
015010079,1501,44.068959017749876,0.137,42.055,1.202,0.257,43.671
015010087,1501,46.12849999102764,0.141,43.052,2.049,0.43,45.69
015010094,1501,59.1587079979945,0.161,54.929,3.135,0.527,58.775
015010097,1501,53.0972910055425,0.19,49.036,2.41,0.497,52.157
015010103,1501,50.63216597773135,0.184,47.349,2.197,0.464,50.215
015010115,1501,55.04341601044871,0.16,50.632,3.322,0.547,54.679
015010121,1501,46.197791991289705,0.165,43.033,1.425,0.317,44.963
015010125,1501,55.468791018938646,0.171,50.577,3.031,0.518,54.32
015010137,1501,64.72583400318399,0.215,59.138,3.856,0.521,63.75
015010145,1501,66.54370800242759,0.207,59.604,4.94,0.814,65.59
015010151,1501,53.69037500349805,0.299,49.468,2.466,0.471,52.728
015010156,1501,44.655167002929375,0.14,42.433,1.323,0.35,44.267
015010159,1501,42.933749995427206,0.148,40.763,1.212,0.38,42.527
015010169,1501,63.221832999261096,0.173,58.815,3.343,0.523,62.877
015010170,1501,46.16249998798594,0.212,42.643,2.006,0.403,45.284
015020001,1502,60.72116701398045,0.173,55.764,2.942,0.545,59.448
015020007,1502,74.02154200826772,0.217,67.08,5.09,0.639,73.047
015020010,1502,61.57820898806676,0.184,56.873,3.116,0.474,60.666
015020012,1502,66.3317920116242,0.222,60.261,4.273,0.595,65.371
015020017,1502,59.70833299215883,0.179,54.838,2.927,0.515,58.485
015020022,1502,63.058833009563386,0.216,58.411,3.0,0.438,62.086
015020029,1502,60.323875019093975,0.203,56.901,1.883,0.365,59.377
015020045,1502,57.01329102157615,0.184,53.483,2.064,0.395,56.148
015020061,1502,62.41608300479129,0.217,57.574,3.164,0.557,61.538
015020065,1502,61.236165987793356,0.169,57.102,2.536,0.5,60.33
015020070,1502,53.79954201634973,0.197,49.846,2.353,0.441,52.861
015020088,1502,55.239499983144924,0.189,50.331,3.261,0.496,54.3
015020097,1502,51.71916598919779,0.196,47.803,2.323,0.444,50.79
015020099,1502,51.76325002685189,0.172,48.647,2.064,0.325,51.227
015020101,1502,54.05812500976026,0.257,48.989,2.647,0.447,52.362
015020113,1502,62.68500001169741,0.196,57.445,3.925,0.61,62.197
015020126,1502,53.24579100124538,0.172,49.337,2.412,0.404,52.346
015020136,1502,64.39995797700249,0.197,59.879,3.351,0.502,63.951
015020161,1502,80.22499998332933,0.216,73.533,5.338,0.643,79.753
015020162,1502,51.10695899929851,0.177,48.652,1.568,0.28,50.698
015030001,1503,64.92391700157896,0.174,59.771,4.025,0.55,64.539
015030005,1503,62.84437500289641,0.231,57.507,3.66,0.497,61.913
015030006,1503,47.29391701403074,0.173,43.287,2.227,0.475,46.182
015030010,1503,53.93766702036373,0.154,50.09,2.833,0.452,53.549
015030015,1503,72.65970899607055,0.219,65.349,4.937,0.66,71.186
015030027,1503,65.18337500165217,0.164,59.386,4.126,0.958,64.66
015030030,1503,50.322958995820954,0.175,48.153,0.82,0.276,49.449
015030041,1503,51.45129101583734,0.181,48.926,1.536,0.37,51.034
015030067,1503,67.99112498993054,0.207,63.004,3.65,0.63,67.543
015030077,1503,51.63649999303743,0.177,47.873,2.162,0.436,50.67
015030082,1503,51.34404098498635,0.18,47.9,2.357,0.468,50.925
015030106,1503,61.35654199169949,0.207,55.283,3.082,0.519,59.11
015030109,1503,70.71229099528864,0.21,64.848,4.137,0.588,69.803
015030115,1503,75.12479199795052,0.204,67.63,5.51,0.798,74.165
015030118,1503,75.37562499055639,0.226,67.839,5.641,0.696,74.425
015030122,1503,52.91279198718257,0.192,48.734,2.296,0.457,51.7
015030125,1503,48.85270798695274,0.146,46.463,1.541,0.305,48.477
015030133,1503,59.90750002092682,0.194,56.068,2.701,0.483,59.466
015030142,1503,54.16749999858439,0.199,49.286,3.151,0.558,53.215
015030150,1503,64.27274999441579,0.185,58.439,2.189,0.321,61.154
020020015,2002,51.0570420010481,0.168,47.287,2.209,0.43,50.116
020020032,2002,75.90770898968913,0.212,66.966,7.285,0.964,75.451
020020094,2002,66.89483299851418,0.219,60.143,4.84,0.73,65.954
020020108,2002,65.34149998333305,0.188,58.287,4.871,0.775,64.144
020020123,2002,50.897874985821545,0.176,47.772,2.102,0.421,50.492
020020174,2002,45.77354199136607,0.166,42.58,2.118,0.448,45.332
020020181,2002,62.36487498972565,0.164,56.623,4.268,0.735,61.815
020020185,2002,67.27120801224373,0.177,61.857,3.921,0.762,66.739
020020204,2002,55.53900002269074,0.144,52.541,1.898,0.495,55.102
020020206,2002,57.438624993665144,0.161,54.255,2.162,0.513,57.118
020020208,2002,73.29158301581629,0.174,66.667,4.799,0.774,72.441
020020220,2002,61.541333998320624,0.211,56.305,3.474,0.581,60.592
020020278,2002,51.188957993872464,0.203,47.067,2.422,0.61,50.328
020020285,2002,65.48458299948834,0.21,58.041,5.239,0.781,64.294
020020295,2002,67.56525000673719,0.199,60.308,5.271,0.786,66.589
020020303,2002,54.610874998616055,0.184,49.825,2.804,0.536,53.372
020020348,2002,55.36679201759398,0.197,49.06,2.951,0.509,52.738
020020357,2002,53.72062500100583,0.158,49.336,3.202,0.64,53.359
020020361,2002,52.78754097525962,0.156,49.259,2.464,0.488,52.388
020020377,2002,50.3557919873856,0.179,46.391,2.226,0.531,49.354
020070039,2007,63.3969159971457,0.172,59.632,2.65,0.432,62.906
020070050,2007,62.24483301048167,0.21,57.856,2.856,0.4,61.341
020070065,2007,64.54308400861919,0.224,58.935,3.771,0.634,63.587
020070066,2007,53.77516700536944,0.179,49.733,2.5,0.397,52.831
020070070,2007,54.18700000154786,0.155,50.072,2.905,0.529,53.682
020070079,2007,63.34829202387482,0.202,57.585,3.648,0.631,62.087
020070081,2007,63.05358398822136,0.164,57.712,3.529,0.521,61.95
020070083,2007,54.36000000918284,0.2,49.529,3.127,0.51,53.389
020070086,2007,61.21279200306162,0.246,54.294,3.207,0.636,58.407
020070091,2007,75.70454201777466,0.212,68.159,5.675,0.688,74.754
020070095,2007,63.9686249778606,0.226,58.09,4.099,0.611,63.048
020070105,2007,60.26587501401082,0.161,55.521,3.172,0.52,59.398
020070132,2007,73.13962499029003,0.231,66.976,4.38,0.605,72.214
020070146,2007,53.047666006023064,0.207,48.932,2.521,0.479,52.159
020070152,2007,49.49733300600201,0.15,46.645,1.898,0.372,49.085
020070153,2007,52.032916981261224,0.156,49.299,1.845,0.349,51.671
020070154,2007,63.10970801860094,0.169,56.032,3.115,0.566,59.904
020070157,2007,51.445167016936466,0.19,48.344,1.623,0.313,50.489
020070165,2007,70.48933301120996,0.195,65.342,3.947,0.563,70.07
020070166,2007,52.843417011899874,0.197,49.373,1.967,0.359,51.916
020140004,2014,51.614874973893166,0.176,48.224,2.31,0.435,51.17
020140014,2014,53.46408300101757,0.153,49.553,2.657,0.657,53.044
020140028,2014,52.69745900295675,0.165,49.481,2.264,0.393,52.324
020140032,2014,65.3724999865517,0.182,59.106,3.053,0.439,62.801
020140036,2014,51.95762499351986,0.192,48.399,1.956,0.414,50.984
020140041,2014,51.7783329996746,0.152,48.701,2.131,0.389,51.393
020140045,2014,52.87837501964532,0.153,49.871,2.084,0.356,52.482
020140048,2014,53.01816697465256,0.197,49.082,2.336,0.44,52.076
020140055,2014,61.15058300201781,0.199,56.366,2.902,0.492,59.98
020140059,2014,71.81233298615552,0.193,64.918,5.155,0.667,70.956
020140074,2014,64.4572919991333,0.225,59.81,3.048,0.449,63.554
020140083,2014,70.73729101102799,0.215,65.108,3.895,0.54,69.777
020140087,2014,66.03729201015085,0.196,60.216,3.993,0.648,65.087
020140096,2014,105.82520900061354,0.249,93.829,9.872,0.877,104.858
020140099,2014,83.14929201151244,0.222,75.154,5.926,0.796,82.124
020140114,2014,69.00658400263637,0.186,64.125,3.149,0.636,68.125
020140117,2014,66.62583301658742,0.211,61.373,3.519,0.605,65.734
020140121,2014,71.13037499948405,0.186,65.388,4.032,0.607,70.235
020140133,2014,76.95379198412411,0.212,69.523,5.553,0.661,75.972
020140173,2014,52.387624979019165,0.167,48.72,2.122,0.49,51.521
020160042,2016,59.98979101423174,0.162,55.42,3.424,0.594,59.62
020160068,2016,85.8877919963561,0.217,75.564,8.086,1.0,84.889
020160093,2016,72.21679098438472,0.226,64.584,5.596,0.807,71.234
020160128,2016,65.70337500306778,0.194,59.096,4.681,0.778,64.771
020160131,2016,66.94687498384155,0.219,60.216,4.841,0.772,66.068
020160132,2016,62.0907080010511,0.201,55.966,4.244,0.751,61.186
020160151,2016,65.69183300598525,0.174,59.075,4.895,0.742,64.908
020160171,2016,62.04429201898165,0.206,55.967,4.123,0.778,61.096
020160178,2016,66.21158399502747,0.211,59.553,4.731,0.782,65.298
020160207,2016,71.90875001833774,0.187,66.233,4.409,0.61,71.457
020160222,2016,46.78016700199805,0.213,43.329,1.888,0.4,45.851
020160245,2016,60.987041011685506,0.168,54.941,4.626,0.797,60.554
020160264,2016,51.34345902479254,0.19,47.889,1.928,0.403,50.428
020160295,2016,56.02629098575562,0.16,50.951,3.917,0.625,55.679
020160312,2016,45.2823750092648,0.149,42.703,1.67,0.362,44.904
020160318,2016,51.229083008365706,0.151,47.915,2.253,0.479,50.819
020160335,2016,67.88283298374154,0.3,60.223,4.212,0.617,65.372
020160344,2016,53.085667022969574,0.192,48.99,2.538,0.49,52.231
020160347,2016,76.83500001439825,0.195,69.063,6.419,0.744,76.446
020160371,2016,72.48204099596478,0.209,65.74,5.294,0.767,72.032
020270001,2027,71.67487501283176,0.232,65.374,4.428,0.589,70.643
020270005,2027,55.819917004555464,0.167,51.415,2.891,0.448,54.944
020270020,2027,64.09083300968632,0.202,58.843,3.017,0.5,62.584
020270030,2027,64.22337499679998,0.208,60.097,2.916,0.494,63.741
020270042,2027,73.11141700483859,0.227,68.875,2.613,0.385,72.13
020270048,2027,59.57279200083576,0.182,55.333,2.294,0.42,58.248
020270049,2027,65.8532079833094,0.22,61.449,2.778,0.443,64.91
020270077,2027,81.81345899356529,0.222,75.405,4.6,0.645,80.895
020270087,2027,76.9285420246888,0.177,71.392,3.553,0.632,75.779
020270108,2027,88.92558299703524,0.191,82.285,4.932,0.654,88.083
020270113,2027,53.89433301752433,0.153,50.618,1.837,0.432,53.063
020270136,2027,62.3431249987334,0.159,58.607,2.742,0.419,61.945
020270142,2027,89.7921250143554,0.237,81.59,6.295,0.648,88.796
020270146,2027,75.33525000326335,0.205,68.227,5.268,0.671,74.395
020270161,2027,50.18891699728556,0.177,46.948,1.664,0.391,49.202
020270167,2027,50.017125002341345,0.146,47.263,1.886,0.344,49.661
020270168,2027,52.28312499821186,0.151,49.044,2.29,0.407,51.914
020270170,2027,50.001374998828396,0.14,47.335,1.608,0.348,49.451
020270171,2027,59.32504098745994,0.156,55.516,2.724,0.5,58.921
020270174,2027,79.01166600640863,0.22,73.748,3.647,0.385,78.023
020300005,2030,63.07733402354643,0.205,58.495,2.932,0.48,62.135
020300012,2030,64.59066699608229,0.198,59.438,3.467,0.522,63.644
020300017,2030,60.50449999747798,0.27,55.928,2.954,0.501,59.675
020300020,2030,89.55674999742769,0.245,81.876,5.882,0.575,88.6
020300044,2030,51.77470899070613,0.23,48.092,2.083,0.429,50.855
020300053,2030,91.26854201895185,0.246,83.424,6.333,0.617,90.644
020300056,2030,72.99962500110269,0.223,67.172,4.067,0.534,72.015
020300057,2030,80.11920799617656,0.237,73.822,4.614,0.554,79.248
020300059,2030,72.38970798789524,0.203,66.514,3.813,0.578,71.133
020300065,2030,74.3111250048969,0.219,68.255,4.266,0.582,73.342
020300073,2030,61.50162499397993,0.213,57.487,2.444,0.409,60.574
020300083,2030,90.90887499041855,0.256,82.333,6.68,0.593,89.886
020300097,2030,100.20466599962674,0.252,92.007,6.411,0.559,99.25
020300121,2030,73.41170898871496,0.207,68.647,3.171,0.442,72.487
020300132,2030,59.20891699497588,0.199,55.186,2.453,0.409,58.278
020300143,2030,54.3381669849623,0.19,50.625,2.59,0.453,53.88
020300147,2030,62.49920802656561,0.187,57.96,2.917,0.503,61.592
020300156,2030,52.220334007870406,0.145,48.471,2.046,0.417,51.101
020300171,2030,52.49404101050459,0.155,48.895,2.559,0.489,52.121
020300173,2030,63.53904202114791,0.167,59.679,2.809,0.427,63.104
020310032,2031,46.80666601052508,0.194,43.21,2.007,0.434,45.865
020310042,2031,63.66387498565018,0.191,58.65,3.812,0.548,63.223
020310075,2031,83.12175000901334,0.248,74.054,6.969,0.838,82.131
020310085,2031,63.822791998973116,0.242,57.874,4.067,0.668,62.872
020310112,2031,53.47620899556205,0.173,49.122,2.758,0.521,52.596
020310114,2031,72.41125000291504,0.183,65.376,5.526,0.807,71.914
020310133,2031,76.02149999001995,0.232,67.477,6.506,0.841,75.079
020310141,2031,53.78116597421467,0.207,49.605,2.411,0.569,52.818
020310148,2031,59.19295901549049,0.171,55.145,2.686,0.644,58.674
020310151,2031,67.32691600336693,0.213,61.285,4.141,0.75,66.416
020310154,2031,57.00587498722598,0.205,52.949,2.429,0.516,56.122
020310174,2031,66.30700000096112,0.253,61.337,3.676,0.593,65.884
020310219,2031,54.127999988850206,0.187,50.124,2.738,0.589,53.668
020310273,2031,77.77929099393077,0.197,70.083,5.951,1.043,77.317
020310281,2031,69.0517499751877,0.164,65.267,2.414,0.733,68.615
020310295,2031,71.95387498359196,0.29,65.774,4.586,0.867,71.544
020310297,2031,69.28754100226797,0.183,65.032,3.058,0.603,68.906
020310322,2031,63.62124998122454,0.175,58.567,2.945,0.8,62.513
020310335,2031,48.98541598231532,0.187,45.605,1.584,0.587,47.99
020310376,2031,65.63329198979773,0.171,60.688,3.484,0.742,65.115
021120025,2112,59.25829100306146,0.207,54.515,2.943,0.646,58.338
021120059,2112,71.35387498419732,0.19,63.497,5.308,0.936,69.961
021120074,2112,78.68062498164363,0.195,71.057,5.569,0.882,77.732
021120075,2112,76.35862499591894,0.256,66.85,6.978,1.223,75.334
021120085,2112,58.63987500197254,0.21,54.302,2.46,0.669,57.671
021120108,2112,80.12633302132599,0.249,71.186,6.569,1.143,79.177
021120135,2112,82.23366597667336,0.243,73.372,6.506,0.903,81.05
021120151,2112,53.685667022364214,0.184,50.255,2.3,0.486,53.249
021120161,2112,70.33016701461747,0.182,64.282,4.738,0.701,69.926
021120164,2112,66.68445799732581,0.22,60.674,4.562,0.84,66.325
021120171,2112,62.294208008097485,0.189,58.615,2.495,0.486,61.81
021120187,2112,62.41258300724439,0.173,57.629,3.46,0.673,61.961
021120232,2112,69.24025001353584,0.21,63.16,4.056,0.885,68.337
021120233,2112,54.356582986656576,0.199,49.786,2.739,0.707,53.459
021120250,2112,77.61616699281149,0.218,69.579,6.368,0.929,77.118
021120256,2112,69.52745901071467,0.234,62.686,4.867,0.808,68.623
021120296,2112,63.87895901571028,0.236,58.605,3.39,0.661,62.918
021120309,2112,96.74612499657087,0.225,84.598,9.349,1.083,95.285
021120321,2112,107.49875000328757,0.277,95.746,9.549,1.003,106.607
021120354,2112,56.06104101752862,0.168,52.223,2.681,0.564,55.664
021160002,2116,69.35041697579436,0.226,62.306,5.009,0.796,68.365
021160027,2116,81.54854099848308,0.187,74.443,5.208,0.815,80.68
021160075,2116,89.0557499951683,0.251,80.408,6.809,0.968,88.462
021160080,2116,59.64383398531936,0.154,56.257,2.298,0.477,59.212
021160089,2116,87.94208298786543,0.254,78.651,6.547,0.995,86.477
021160090,2116,70.3863340022508,0.225,63.522,4.737,0.848,69.363
021160120,2116,93.7916669936385,0.266,82.194,9.237,1.088,92.816
021160134,2116,93.45995899639092,0.227,87.15,4.409,0.716,92.532
021160185,2116,79.62454200605862,0.218,73.151,4.831,0.922,79.151
021160188,2116,56.774041993776336,0.193,53.051,2.112,0.474,55.853
021160195,2116,59.144083003047854,0.172,54.685,2.695,0.647,58.225
021160198,2116,70.68479098961689,0.189,64.799,4.042,0.706,69.765
021160203,2116,68.74883300042711,0.191,63.141,3.566,0.654,67.577
021160207,2116,55.942790990229696,0.191,51.924,2.321,0.517,54.979
021160212,2116,74.39933301066048,0.295,68.166,4.005,0.613,73.105
021160232,2116,66.41391600714996,0.218,61.297,3.317,0.598,65.456
021160249,2116,74.09629199537449,0.193,67.134,5.127,0.685,73.165
021160303,2116,85.80058297957294,0.231,76.854,6.804,0.892,84.819
021160310,2116,92.84037500037812,0.227,82.313,8.395,0.925,91.886
021160326,2116,78.23241598089226,0.245,70.484,5.602,0.9,77.26
022520012,2252,74.21158300712705,0.233,67.049,5.171,0.76,73.239
022520036,2252,62.70891698659398,0.207,57.606,3.291,0.606,61.734
022520067,2252,57.4368340021465,0.203,52.578,3.193,0.522,56.518
022520159,2252,48.60670797643252,0.19,45.371,1.708,0.39,47.681
022520174,2252,74.80274999397807,0.194,66.894,6.17,0.936,74.224
022520200,2252,48.79954201169312,0.171,46.026,1.755,0.382,48.359
022520203,2252,82.15958400978707,0.189,76.042,4.497,0.907,81.666
022520209,2252,77.06679101102054,0.252,68.532,6.096,0.856,75.763
022520221,2252,59.85012499149889,0.168,55.774,2.188,0.575,58.74
022520225,2252,55.83983298856765,0.226,52.381,2.143,0.625,55.413
022520226,2252,58.08145899209194,0.194,53.28,2.979,0.674,57.159
022520258,2252,79.39125000848435,0.232,72.677,4.556,0.864,78.36
022520272,2252,68.22524999734014,0.181,61.87,4.32,0.914,67.321
022520290,2252,71.20241702068597,0.194,65.116,4.131,0.743,70.211
022520337,2252,56.17416699533351,0.206,52.496,2.071,0.462,55.261
022520345,2252,70.80466698971577,0.183,64.481,4.291,0.816,69.798
022520358,2252,85.85087500978261,0.292,76.242,6.742,1.051,84.352
022520360,2252,57.56658301106654,0.2,52.605,3.238,0.582,56.647
022520366,2252,72.99529097508639,0.221,66.219,4.931,0.662,72.054
022520375,2252,55.37079100031406,0.187,50.929,2.747,0.546,54.434
023270032,2327,67.80195800820366,0.189,61.138,4.001,0.639,65.989
023270080,2327,47.95616600313224,0.192,43.928,2.334,0.514,46.988
023270098,2327,53.02966697490774,0.172,49.064,2.755,0.558,52.568
023270118,2327,53.58033298398368,0.17,49.549,2.834,0.573,53.147
023270120,2327,90.30891701695509,0.22,80.912,5.061,1.364,87.633
023270140,2327,81.64083299925551,0.213,75.596,4.402,1.073,81.312
023270148,2327,73.53179200435989,0.189,67.307,4.728,0.725,72.975
023270161,2327,64.58166701486334,0.177,59.874,3.474,0.635,64.183
023270171,2327,54.79837500024587,0.227,50.709,2.39,0.603,53.955
023270214,2327,57.079165999311954,0.164,50.85,2.788,0.566,54.392
023270237,2327,84.7361659980379,0.209,74.66,7.187,0.964,83.046
023270268,2327,62.21466601709835,0.233,56.994,3.34,0.657,61.248
023270280,2327,49.42266599391587,0.189,45.799,1.933,0.516,48.462
023270286,2327,51.154666987713426,0.156,48.297,1.772,0.47,50.726
023270303,2327,63.2924169767648,0.203,58.063,3.778,0.777,62.849
023270315,2327,55.714250018354505,0.173,51.37,3.111,0.628,55.306
023270319,2327,81.07816701522097,0.216,72.133,6.229,0.827,79.433
023270321,2327,75.64358299714513,0.224,68.328,5.653,0.842,75.077
023270331,2327,75.82091601216234,0.24,68.973,4.856,0.735,74.828
023270364,2327,56.42350000562146,0.203,50.829,3.594,0.81,55.462
023550002,2355,96.16791701409966,0.253,82.552,10.938,1.279,95.049
023550003,2355,92.09320798981935,0.245,79.579,9.996,1.248,91.101
023550008,2355,61.02624998311512,0.233,55.647,3.476,0.693,60.075
023550013,2355,52.542958001140505,0.183,48.202,2.711,0.535,51.655
023550099,2355,55.667332984739915,0.202,51.176,3.193,0.577,55.17
023550123,2355,55.09637499926612,0.205,50.01,3.281,0.579,54.096
023550138,2355,63.769166998099536,0.171,59.678,2.872,0.507,63.255
023550167,2355,46.637667022878304,0.153,42.093,1.583,0.434,44.285
023550175,2355,64.74537501344457,0.222,58.799,4.444,0.784,64.274
023550201,2355,73.72941699577495,0.194,65.739,5.656,0.888,72.502
023550202,2355,63.554583000950515,0.207,57.443,4.221,0.77,62.665
023550230,2355,82.97316698008217,0.227,72.63,7.823,1.29,81.999
023550233,2355,67.0631249959115,0.196,62.213,2.921,0.764,66.122
023550237,2355,100.3885829995852,0.249,92.281,5.724,1.153,99.438
023550257,2355,83.88550000381656,0.194,77.003,5.28,0.877,83.384
023550260,2355,77.75233397842385,0.187,72.344,3.616,0.726,76.9
023550290,2355,74.76066600065678,0.187,69.739,3.298,0.635,73.886
023550310,2355,64.05324998195283,0.183,59.361,3.4,0.667,63.638
023550319,2355,53.696874994784594,0.202,50.209,1.819,0.515,52.771
023550341,2355,60.36729199695401,0.171,56.167,2.902,0.688,59.956
024380040,2438,68.33974999608472,0.178,62.295,4.165,0.762,67.433
024380041,2438,51.23070898116566,0.163,47.579,2.238,0.584,50.589
024380116,2438,69.530125008896,0.183,63.321,4.717,0.808,69.056
024380142,2438,64.08150002243929,0.179,58.409,3.827,0.721,63.163
024380154,2438,40.03512501367368,0.136,37.134,1.158,0.43,38.9
024380194,2438,48.69141700328328,0.165,45.316,2.204,0.558,48.267
024380197,2438,64.12283299141563,0.168,59.007,3.722,0.734,63.654
024380200,2438,103.94999998970889,0.195,93.981,5.347,3.358,102.94
024380204,2438,115.32187499688007,1.056,106.523,4.661,2.529,114.822
024380234,2438,76.25066698528826,0.286,72.508,2.399,0.573,75.792
024380247,2438,44.11729099228978,0.144,41.493,1.593,0.465,43.723
024380265,2438,60.475624981336296,0.174,56.56,2.858,0.515,60.132
024380276,2438,57.123416976537555,0.176,52.58,2.634,0.751,56.168
024380278,2438,64.7196669888217,0.19,58.672,4.603,0.769,64.259
024380315,2438,55.303625005763024,0.178,52.643,1.221,0.299,54.364
024380317,2438,61.8079999985639,0.213,56.006,4.363,0.697,61.303
024380325,2438,68.70241698925383,0.218,61.602,4.873,0.985,67.707
024380354,2438,53.450250008609146,0.201,49.068,2.678,0.519,52.49
024380363,2438,51.68845900334418,0.154,47.961,2.554,0.584,51.277
024380369,2438,51.400541997281834,0.154,47.791,2.541,0.486,50.994
024410049,2441,52.69470898201689,0.16,49.19,2.426,0.444,52.241
024410052,2441,74.01062498684041,0.289,66.127,6.263,0.877,73.579
024410092,2441,89.94700000039302,0.228,77.932,9.504,1.044,88.731
024410098,2441,66.41816699993797,0.196,59.69,5.163,0.86,65.935
024410110,2441,84.3322089931462,0.235,73.923,8.234,0.985,83.402
024410149,2441,56.50187499122694,0.168,51.067,3.318,0.761,55.341
024410158,2441,51.59787498996593,0.154,48.299,2.3,0.415,51.19
024410160,2441,65.56124999769963,0.209,60.034,4.237,0.645,65.151
024410173,2441,72.4612909834832,0.207,64.654,5.742,0.859,71.49
024410222,2441,61.340375017607585,0.208,55.757,3.78,0.577,60.343
024410228,2441,65.86804200196639,0.212,60.249,3.799,0.635,64.923
024410240,2441,50.6944160151761,0.156,47.359,2.245,0.511,50.297
024410241,2441,55.81645801430568,0.196,50.88,3.603,0.667,55.368
024410294,2441,55.51883298903704,0.195,51.314,2.663,0.399,54.591
024410312,2441,84.77825002046302,0.285,74.285,8.708,1.051,84.35
024410318,2441,67.03325000125915,0.197,60.479,4.758,0.785,66.24
024410322,2441,63.64829099038616,0.202,58.158,3.779,0.571,62.728
024410350,2441,53.71562499203719,0.19,49.275,2.763,0.545,52.803
024410368,2441,77.74608299951069,0.321,69.001,6.373,0.77,76.485
024410377,2441,46.248875005403534,0.206,42.716,1.958,0.47,45.376
024480016,2448,78.74433297547512,0.223,70.18,6.334,0.929,77.695
024480028,2448,55.351417016936466,0.169,51.172,2.975,0.665,55.005
024480094,2448,76.10612499411218,0.2,68.386,6.28,0.82,75.708
024480095,2448,90.31820800737478,0.219,80.885,6.974,0.985,89.093
024480105,2448,85.143500007689,0.202,77.506,5.598,0.865,84.223
024480127,2448,76.33887502015568,0.211,67.466,6.782,0.896,75.382
024480159,2448,61.09729202580638,0.175,55.936,3.245,0.606,59.986
024480186,2448,54.16687499382533,0.202,50.111,2.355,0.524,53.217
024480188,2448,75.4674170166254,0.227,67.432,6.484,0.904,75.073
024480212,2448,61.583333008456975,0.176,56.269,3.999,0.74,61.206
024480228,2448,55.26295898016542,0.161,51.313,2.896,0.506,54.9
024480232,2448,69.61424998007715,0.227,61.668,5.975,0.916,68.809
024480241,2448,60.30858401209116,0.191,55.638,3.458,0.597,59.905
024480244,2448,66.40091599547304,0.196,60.883,4.205,0.638,65.945
024480251,2448,50.931750010931864,0.158,47.597,2.301,0.44,50.516
024480255,2448,60.04099998972379,0.163,55.108,3.724,0.67,59.686
024480270,2448,53.10341599397361,0.173,49.356,2.561,0.506,52.622
024480292,2448,72.18520800233819,0.186,65.237,5.532,0.801,71.783
024480297,2448,74.56804200774059,0.208,67.099,5.517,0.775,73.621
024480335,2448,44.52929200488143,0.168,41.676,1.844,0.394,44.102
