utterance,speaker,wall_ms,stage_preparation_ms,stage_ctc_encoding_ms,stage_ctc_viterbi_ms,stage_phone_scoring_ms,stage_total_ms
024510017,2451,73.46970899379812,0.182,67.705,4.545,0.634,73.086
024510043,2451,74.89424999221228,0.203,67.162,5.799,0.763,73.949
024510061,2451,91.24508299282752,0.23,82.571,6.888,0.79,90.506
024510070,2451,91.85787499882281,0.249,80.555,9.466,1.051,91.345
024510114,2451,79.4754580128938,0.198,69.545,6.337,0.864,76.97
024510164,2451,74.27370798541233,0.291,67.618,5.05,0.686,73.667
024510179,2451,59.54358400776982,0.168,54.977,3.387,0.63,59.184
024510195,2451,72.64450000366196,0.27,65.125,4.718,0.701,70.837
024510206,2451,70.62433401006274,0.203,63.188,4.127,0.646,68.186
024510215,2451,100.79162500915118,0.22,90.366,8.843,0.933,100.383
024510224,2451,80.57691698195413,0.182,72.933,6.122,0.895,80.155
024510247,2451,78.94874998601153,0.189,70.765,5.792,0.896,77.666
024510252,2451,64.04308302444406,0.249,58.009,4.406,0.732,63.417
024510275,2451,52.89620900293812,0.159,49.525,2.337,0.483,52.529
024510316,2451,53.04900000919588,0.171,48.933,2.946,0.57,52.643
024510323,2451,79.78037500288337,0.196,73.784,4.766,0.622,79.39
024510336,2451,74.99912500497885,0.204,67.387,5.035,0.687,73.336
024510351,2451,63.676791003672406,0.212,58.168,4.116,0.706,63.231
024510352,2451,80.10550000471994,0.22,68.988,6.121,0.811,76.168
024510375,2451,51.76745800417848,0.158,48.438,2.276,0.48,51.373
024880041,2488,53.226875024847686,0.155,49.228,2.924,0.518,52.845
024880059,2488,57.863499998347834,0.179,50.772,3.622,0.581,55.178
024880070,2488,60.490583011414856,0.188,55.503,3.639,0.606,59.956
024880098,2488,56.180792016675696,0.168,48.467,2.677,0.49,51.822
024880118,2488,66.1434170033317,0.192,59.496,5.043,0.816,65.57
024880155,2488,63.36983302026056,0.206,57.557,4.024,0.634,62.443
024880176,2488,53.01187498844229,0.256,48.363,2.975,0.505,52.121
024880190,2488,74.39454202540219,0.188,67.135,5.772,0.727,73.845
024880194,2488,67.01979102217592,0.218,60.802,4.393,0.659,66.095
024880195,2488,54.865999991307035,0.153,50.617,3.185,0.546,54.522
024880207,2488,53.02550000487827,0.164,49.308,2.664,0.497,52.654
024880210,2488,64.32220799615607,0.196,58.722,4.374,0.581,63.893
024880234,2488,52.05837500398047,0.155,48.587,2.417,0.521,51.699
024880245,2488,51.99700000230223,0.175,48.004,2.84,0.529,51.569
024880258,2488,62.49133302480914,0.19,55.284,4.504,0.666,60.665
024880267,2488,45.40041700238362,0.158,41.904,1.923,0.43,44.443
024880269,2488,59.42916599451564,0.171,54.838,3.368,0.546,58.941
024880299,2488,77.626667014556,0.213,68.342,7.204,0.906,76.687
024880303,2488,55.51720902440138,0.204,50.562,3.116,0.675,54.58
024880339,2488,53.61599999014288,0.154,49.484,3.048,0.507,53.213
025380004,2538,104.50320900417864,0.237,91.152,11.608,1.024,104.051
025380051,2538,55.36033300450072,0.19,50.381,3.242,0.596,54.43
025380065,2538,52.152999996906146,0.188,47.35,2.269,0.422,50.248
025380091,2538,65.53604200598784,0.17,59.597,4.545,0.679,65.012
025380107,2538,74.38929201452993,0.211,65.724,6.558,0.896,73.412
025380133,2538,54.850874992553145,0.195,50.533,2.749,0.463,53.959
025380149,2538,56.25204200623557,0.178,50.014,3.088,0.536,53.839
025380151,2538,63.255749992094934,0.177,56.374,3.352,0.556,60.484
025380152,2538,65.6702920095995,0.202,59.771,4.181,0.563,64.739
025380158,2538,77.3615840007551,0.239,68.545,6.801,0.825,76.431
025380162,2538,54.71987498458475,0.21,49.915,3.059,0.547,53.749
025380175,2538,70.19520900212228,0.185,61.372,5.339,0.784,67.705
025380202,2538,51.2747920001857,0.164,48.06,2.253,0.401,50.9
025380217,2538,64.64070899528451,0.175,59.073,4.315,0.692,64.277
025380251,2538,65.67262500175275,0.209,59.447,4.363,0.649,64.689
025380256,2538,73.4048750018701,0.212,66.39,5.196,0.67,72.489
025380277,2538,55.8741670101881,0.189,50.988,2.946,0.533,54.674
025380298,2538,62.252708012238145,0.294,56.09,3.858,0.717,60.981
025380340,2538,52.27145800017752,0.198,47.996,2.599,0.533,51.349
025380347,2538,84.72779198200442,0.225,76.415,6.838,0.747,84.249
027400077,2740,61.904250003863126,0.189,56.017,4.045,0.662,60.932
027400094,2740,63.05733398767188,0.184,57.821,3.61,0.547,62.183
027400125,2740,54.32679201476276,0.17,50.112,2.637,0.487,53.424
027400126,2740,50.74570799479261,0.162,47.277,2.324,0.518,50.304
027400145,2740,65.32249998417683,0.177,59.718,4.255,0.605,64.774
027400146,2740,62.124625022988766,0.204,56.239,4.055,0.643,61.163
027400151,2740,64.27745800465345,0.217,58.147,4.307,0.692,63.387
027400171,2740,66.65229200734757,0.212,59.942,4.594,0.671,65.44
027400173,2740,56.42004098626785,0.205,51.273,3.361,0.556,55.417
027400176,2740,46.134375006658956,0.206,42.403,2.129,0.487,45.25
027400201,2740,63.98979199002497,0.205,57.877,4.156,0.631,62.89
027400238,2740,60.31970900949091,0.199,54.694,3.797,0.635,59.351
027400246,2740,64.43866598419845,0.219,57.977,4.56,0.696,63.484
027400276,2740,46.32125000352971,0.157,42.976,1.88,0.4,45.432
027400283,2740,46.597624983405694,0.158,42.753,2.253,0.484,45.671
027400286,2740,53.851583012146875,0.153,49.955,2.791,0.536,53.456
027400289,2740,64.41358299343847,0.168,56.684,4.183,0.624,61.682
027400295,2740,53.36304198135622,0.19,48.653,3.039,0.551,52.453
027400321,2740,63.43366700457409,0.193,57.683,4.422,0.687,63.006
027400372,2740,55.47041600220837,0.172,50.288,3.419,0.618,54.518
028920012,2892,51.816083025187254,0.205,46.415,2.825,0.586,50.052
028920027,2892,59.50395899708383,0.184,54.781,3.521,0.563,59.07
028920044,2892,77.96499997493811,0.205,70.356,5.961,0.921,77.471
028920050,2892,77.25579099496827,0.198,70.59,4.87,0.672,76.351
028920120,2892,47.4627910007257,0.15,43.59,2.138,0.391,46.287
028920122,2892,45.6726249831263,0.141,42.359,2.196,0.537,45.267
028920128,2892,43.68125001201406,0.143,40.816,1.677,0.479,43.134
028920131,2892,52.835832990240306,0.151,48.349,3.31,0.569,52.403
028920174,2892,45.22820800775662,0.182,42.383,1.762,0.438,44.785
028920200,2892,56.216707977000624,0.155,51.99,3.129,0.578,55.877
028920207,2892,50.1899590017274,0.144,46.658,1.936,0.568,49.327
028920213,2892,58.4882500115782,0.222,53.906,3.268,0.664,58.084
028920214,2892,57.36341601004824,0.178,53.174,2.554,0.601,56.53
028920224,2892,71.56079201376997,0.169,66.906,3.057,0.489,70.643
028920235,2892,52.601875009713694,0.189,47.931,2.854,0.679,51.674
028920239,2892,45.37370800971985,0.227,42.072,2.168,0.469,44.96
028920242,2892,54.52795900055207,0.161,49.265,3.739,0.794,53.98
028920259,2892,55.71158399106935,0.177,50.671,3.323,0.591,54.782
028920315,2892,75.40816700202413,0.238,67.796,5.157,0.689,73.9
028920321,2892,54.22966601327062,0.171,50.068,2.633,0.482,53.377
028970002,2897,58.372458996018395,0.197,50.259,4.173,0.71,55.359
028970016,2897,83.55208300054073,0.233,73.743,7.699,0.931,82.627
028970022,2897,78.32416699966416,0.225,69.133,7.088,0.855,77.331
028970039,2897,86.27287499257363,0.22,75.865,8.238,1.025,85.373
028970052,2897,56.52824998833239,0.192,50.926,3.653,0.596,55.388
028970057,2897,85.36504200310446,0.218,74.706,8.962,1.002,84.909
028970088,2897,42.19116602325812,0.154,39.075,1.378,0.334,40.96
028970129,2897,62.73949999012984,0.162,58.507,3.201,0.477,62.365
028970146,2897,50.807374995201826,0.17,46.579,2.625,0.502,49.903
028970153,2897,60.12562499381602,0.205,55.06,3.736,0.638,59.662
028970158,2897,61.44783299532719,0.188,55.885,3.846,0.567,60.506
028970190,2897,46.750000008614734,0.151,43.055,2.197,0.514,45.937
028970198,2897,60.47662498895079,0.231,55.706,3.378,0.542,59.877
028970221,2897,45.6887090113014,0.196,41.734,2.266,0.501,44.718
028970245,2897,60.493416007375345,0.184,55.338,3.938,0.589,60.072
028970251,2897,51.0910419980064,0.19,46.793,2.672,0.478,50.15
028970273,2897,51.16829200414941,0.144,47.777,2.309,0.415,50.665
028970279,2897,45.88970899931155,0.168,40.668,1.629,0.473,42.965
028970294,2897,55.85416700341739,0.147,51.561,3.01,0.628,55.369
028970329,2897,65.4333749844227,0.173,59.678,4.541,0.651,65.069
029170012,2917,75.61841700226068,0.237,67.413,6.132,0.839,74.644
029170043,2917,75.59366698842496,0.199,67.543,5.447,0.783,73.998
029170055,2917,95.95550000085495,0.226,85.392,8.731,1.143,95.522
029170086,2917,52.66220899648033,0.162,49.376,2.347,0.477,52.385
029170104,2917,69.92312497459352,0.183,64.287,4.255,0.606,69.356
029170149,2917,53.89745900174603,0.198,49.322,2.818,0.531,52.893
029170156,2917,45.99195800255984,0.174,42.567,2.318,0.502,45.583
029170161,2917,73.61008299631067,0.199,66.27,5.779,0.788,73.06
029170177,2917,72.41070899181068,0.218,64.468,5.909,0.836,71.459
029170181,2917,52.465790999121964,0.174,48.111,2.65,0.545,51.509
029170196,2917,51.04758302331902,0.16,47.768,2.173,0.436,50.558
029170197,2917,60.775999998440966,0.17,55.522,4.111,0.566,60.39
029170211,2917,71.48370798677206,0.216,64.246,5.24,0.815,70.538
029170226,2917,60.031000000890344,0.206,54.941,3.414,0.514,59.098
029170231,2917,75.69208298809826,0.228,68.15,5.573,0.716,74.687
029170252,2917,46.2217909807805,0.258,42.468,2.14,0.474,45.362
029170309,2917,87.74558300501667,0.21,76.38,8.768,1.014,86.395
029170321,2917,63.89437502366491,0.235,58.294,3.802,0.674,63.031
029170359,2917,77.90350000141189,0.192,68.786,7.1,0.9,77.003
029170362,2917,65.18679202417843,0.206,58.988,4.233,0.744,64.198
029370015,2937,56.504584004869685,0.157,52.667,2.315,0.454,55.618
029370032,2937,64.32145897997543,0.215,58.057,4.4,0.699,63.395
029370040,2937,73.8497500133235,0.206,65.503,6.307,0.907,72.948
029370106,2937,78.00091698300093,0.24,68.524,7.218,1.062,77.067
029370108,2937,96.38624999206513,0.234,82.155,11.537,1.162,95.111
029370123,2937,44.960750004975125,0.239,41.689,1.733,0.411,44.093
029370126,2937,53.94858299405314,0.181,49.453,3.287,0.584,53.53
029370142,2937,61.56245799502358,0.171,54.715,3.458,0.56,58.925
029370153,2937,42.65279200626537,0.139,39.856,1.464,0.34,41.817
029370185,2937,45.99574999883771,0.136,43.098,1.903,0.462,45.621
029370193,2937,45.163582981331274,0.14,42.686,1.515,0.354,44.717
029370210,2937,61.469542008126155,0.173,56.213,3.986,0.662,61.056
029370217,2937,71.45954199950211,0.23,64.702,4.805,0.712,70.47
029370221,2937,55.593333003344014,0.177,50.948,2.98,0.476,54.602
029370230,2937,65.95175000256859,0.213,58.433,4.751,0.77,64.195
029370235,2937,61.818458983907476,0.194,56.332,3.856,0.541,60.943
029370239,2937,45.73849998996593,0.145,42.078,1.992,0.401,44.637
029370270,2937,64.22366702463478,0.171,59.423,3.667,0.535,63.816
029370303,2937,52.595999994082376,0.169,47.928,3.052,0.581,51.751
029370379,2937,51.48341701715253,0.149,47.823,2.577,0.53,51.1
030070015,3007,55.59941698447801,0.185,51.128,3.222,0.58,55.135
030070017,3007,46.28941701957956,0.148,42.75,1.542,0.386,44.845
030070019,3007,69.96558301034383,0.17,64.708,4.104,0.589,69.592
030070022,3007,50.818625022657216,0.188,47.239,1.99,0.445,49.88
030070025,3007,52.37050002324395,0.167,48.557,2.619,0.54,51.903
030070043,3007,43.98550000041723,0.17,39.575,1.562,0.385,41.71
030070049,3007,62.94495798647404,0.164,57.878,3.851,0.661,62.574
030070054,3007,61.0455000132788,0.194,55.85,3.478,0.546,60.087
030070058,3007,46.39691600459628,0.149,43.316,1.407,0.332,45.229
030070066,3007,51.039000012679026,0.163,47.537,2.035,0.417,50.171
030070093,3007,55.8091250131838,0.179,51.06,3.473,0.615,55.349
030070094,3007,73.37233299040236,0.228,66.692,4.851,0.656,72.452
030070099,3007,50.84691601223312,0.141,48.483,1.39,0.427,50.461
030070108,3007,54.736458987463266,0.14,51.787,1.876,0.476,54.301
030070111,3007,49.2343750083819,0.135,46.582,1.56,0.475,48.774
030070112,3007,68.20716700167395,0.16,62.902,4.008,0.731,67.826
030070135,3007,56.066582998028025,0.154,51.981,2.492,0.56,55.21
030070138,3007,61.97241699555889,0.186,56.717,2.809,0.594,60.327
030070152,3007,66.1848750023637,0.19,59.211,4.94,0.849,65.231
030070159,3007,51.80683301296085,0.196,48.141,2.038,0.436,50.832
030120001,3012,74.39470899407752,0.205,68.043,4.97,0.646,73.883
030120003,3012,84.31004200247116,0.244,75.881,6.433,0.775,83.358
030120018,3012,43.52858301717788,0.186,40.781,1.302,0.378,42.669
030120021,3012,52.902333001839,0.15,49.715,2.234,0.39,52.507
030120029,3012,46.53416699147783,0.174,43.259,1.744,0.417,45.618
030120044,3012,64.63166701723821,0.169,59.739,3.11,0.687,63.746
030120072,3012,51.30658400594257,0.162,48.216,1.667,0.399,50.466
030120079,3012,36.779416986973956,0.214,34.999,0.864,0.28,36.379
030120089,3012,50.56295800022781,0.143,47.252,2.162,0.496,50.072
030120097,3012,60.38216600427404,0.187,56.23,3.016,0.512,59.969
030120106,3012,76.60712499637157,0.264,70.659,4.097,0.601,75.645
030120121,3012,44.1461669979617,0.186,41.146,1.434,0.457,43.245
030120141,3012,52.7629170101136,0.159,49.16,2.443,0.562,52.354
030120150,3012,41.78691699053161,0.151,39.599,1.251,0.357,41.379
030120154,3012,51.60908299149014,0.147,48.996,1.684,0.384,51.234
030120155,3012,52.8436670138035,0.164,47.459,1.891,0.391,49.924
030120157,3012,53.01433298154734,0.173,49.549,2.342,0.495,52.588
030120163,3012,54.337916983058676,0.193,50.2,2.135,0.405,52.952
030120165,3012,57.65775000327267,0.179,54.271,2.347,0.426,57.248
030120173,3012,45.19291699398309,0.158,42.059,1.633,0.394,44.265
030140009,3014,41.59908398287371,0.128,39.359,1.351,0.368,41.228
030140010,3014,59.532291983487085,0.168,54.702,3.58,0.654,59.13
030140017,3014,59.05683399760164,0.183,54.697,2.687,0.456,58.043
030140025,3014,54.67545898864046,0.171,49.722,3.187,0.666,53.772
030140043,3014,41.947374993469566,0.146,39.73,1.269,0.347,41.512
030140053,3014,50.15666698454879,0.149,46.765,2.266,0.529,49.73
030140075,3014,51.682624995009974,0.155,48.237,2.405,0.493,51.309
030140086,3014,63.17462501465343,0.211,56.506,2.802,0.559,60.098
030140089,3014,49.71549997571856,0.142,47.105,1.686,0.395,49.349
030140092,3014,51.857707992894575,0.146,48.916,1.912,0.467,51.462
030140095,3014,51.18149999179877,0.141,46.064,1.965,0.415,48.606
030140099,3014,50.445583008695394,0.139,47.452,2.021,0.439,50.069
030140126,3014,76.54737500706688,0.189,68.95,6.121,0.819,76.1
030140128,3014,69.617000001017,0.199,64.266,3.607,0.584,68.68
030140129,3014,43.387250014347956,0.219,41.126,0.855,0.302,42.525
030140132,3014,60.39970900746994,0.158,55.385,3.747,0.718,60.029
030140134,3014,61.0432910034433,0.202,56.113,3.173,0.552,60.069
030140144,3014,43.37241698522121,0.228,40.415,1.465,0.352,42.479
030140147,3014,49.354333023075014,0.139,46.781,1.712,0.339,48.989
030140173,3014,44.124625012045726,0.13,41.893,1.372,0.354,43.767
030270013,3027,52.87325000972487,0.165,49.289,2.497,0.475,52.447
030270014,3027,83.43766699545085,0.227,74.724,7.105,0.764,82.84
030270026,3027,94.12266701110639,0.252,84.342,7.703,0.812,93.138
030270033,3027,83.2731669943314,0.248,74.457,6.955,0.806,82.489
030270049,3027,73.03208301891573,0.229,66.356,4.827,0.637,72.069
030270053,3027,59.79616701370105,0.26,55.036,3.006,0.48,58.803
030270054,3027,71.20308399316855,0.216,65.657,3.808,0.532,70.235
030270073,3027,88.71104201534763,0.253,81.151,5.664,0.621,87.709
030270075,3027,42.4777919834014,0.188,39.627,1.356,0.422,41.613
030270083,3027,53.23704201146029,0.251,49.532,2.516,0.535,52.855
030270093,3027,60.941875010030344,0.205,55.843,2.928,0.444,59.438
030270116,3027,59.71045800833963,0.198,55.054,2.987,0.54,58.8
030270121,3027,76.25225000083447,0.238,68.951,5.388,0.745,75.346
030270140,3027,65.2402920241002,0.186,60.324,3.3,0.521,64.353
030270141,3027,72.03895799466409,0.221,65.395,4.812,0.642,71.093
030270147,3027,51.49183300090954,0.198,48.201,1.81,0.321,50.55
030270151,3027,43.582582991803065,0.191,40.916,1.621,0.348,43.1
030270161,3027,45.40537501452491,0.139,42.542,1.858,0.447,45.005
030270168,3027,44.7989999956917,0.13,42.341,1.532,0.418,44.444
030270175,3027,66.12170898006298,0.17,60.396,4.484,0.658,65.737
030600004,3060,64.31387501652353,0.193,58.99,3.645,0.519,63.369
030600011,3060,54.09058299846947,0.174,49.631,2.864,0.52,53.209
030600020,3060,49.54375000670552,0.17,47.017,1.555,0.331,49.094
030600023,3060,65.3730419871863,0.166,60.171,3.774,0.68,64.813
030600039,3060,52.69258399493992,0.195,48.764,2.328,0.461,51.766
030600041,3060,65.10908299242146,0.165,60.534,3.227,0.502,64.45
030600042,3060,44.7268330026418,0.166,41.93,1.399,0.319,43.833
030600052,3060,72.20433300244622,0.205,66.158,4.776,0.611,71.771
030600054,3060,80.87816697661765,0.232,74.274,4.845,0.52,79.889
030600055,3060,43.57970799901523,0.185,40.668,1.47,0.332,42.676
030600070,3060,60.58958399808034,0.221,56.376,2.996,0.614,60.231
030600085,3060,69.77475000894628,0.194,64.6,3.496,0.526,68.845
030600099,3060,63.7739590019919,0.214,59.231,2.823,0.45,62.739
030600104,3060,72.9483749892097,0.232,68.054,3.23,0.43,71.967
030600140,3060,59.09245801740326,0.231,54.909,2.607,0.469,58.236
030600147,3060,53.223541006445885,0.151,49.365,2.161,0.408,52.108
030600154,3060,50.541625008918345,0.146,47.765,1.875,0.361,50.168
030600156,3060,71.36120900395326,0.287,66.216,3.723,0.653,70.904
030600160,3060,51.59179100883193,0.154,48.6,1.554,0.367,50.697
030600168,3060,120.93862498295493,0.241,109.692,9.59,0.882,120.428
030750012,3075,60.54737500380725,0.158,55.985,2.859,0.665,59.689
030750030,3075,73.86870798654854,0.188,67.888,4.305,0.576,72.979
030750034,3075,66.55054099974222,0.203,60.481,4.148,0.688,65.544
030750042,3075,46.589791018050164,0.191,42.971,2.001,0.488,45.673
030750057,3075,54.82120800297707,0.158,50.292,2.891,0.517,53.879
030750058,3075,65.66125000244938,0.222,60.984,3.042,0.459,64.73
030750061,3075,45.33329198602587,0.19,42.126,1.641,0.393,44.373
030750074,3075,52.33354098163545,0.152,48.566,2.481,0.532,51.754
030750076,3075,50.4867080016993,0.145,47.136,2.328,0.463,50.096
030750078,3075,79.68762499513105,0.216,73.673,4.683,0.607,79.201
030750088,3075,40.83379099029116,0.243,38.195,1.146,0.324,39.933
030750093,3075,62.4919589899946,0.198,58.142,3.208,0.496,62.068
030750098,3075,55.41562498547137,0.214,50.997,2.796,0.478,54.508
030750108,3075,55.93304100329988,0.169,51.425,2.118,0.375,54.108
030750119,3075,50.72562498389743,0.191,46.551,1.471,0.31,48.542
030750128,3075,51.26741700223647,0.154,47.827,2.44,0.477,50.919
030750146,3075,45.760415989207104,0.142,42.827,1.819,0.486,45.294
030750155,3075,52.71516600623727,0.192,49.149,2.155,0.443,51.959
030750165,3075,41.769083007238805,0.171,38.595,0.765,0.185,39.737
030750170,3075,36.162042000796646,0.119,34.045,1.187,0.407,35.778
032140001,3214,51.27745799836703,0.141,48.229,2.119,0.43,50.939
032140007,3214,61.120166996261105,0.192,56.117,3.76,0.59,60.679
032140013,3214,42.00412501813844,0.181,39.439,1.137,0.294,41.071
032140017,3214,51.81608299608342,0.174,48.414,2.335,0.463,51.407
032140025,3214,82.63070898829028,0.202,75.571,5.704,0.658,82.157
032140054,3214,44.77408301318064,0.19,42.189,1.13,0.302,43.832
032140060,3214,73.25545800267719,0.207,67.474,4.484,0.629,72.814
032140069,3214,63.069416995858774,0.219,58.961,2.582,0.391,62.173
032140073,3214,45.04199998336844,0.187,42.249,1.347,0.327,44.133
032140078,3214,59.47708399617113,0.159,55.931,2.366,0.554,59.036
032140082,3214,96.29824999137782,0.224,87.126,7.671,0.802,95.852
032140087,3214,50.73358298977837,0.174,48.346,1.325,0.393,50.259
032140094,3214,53.65720798727125,0.193,51.028,1.548,0.405,53.199
032140110,3214,54.94908301625401,0.214,50.3,2.471,0.424,53.431
032140117,3214,55.50333301653154,0.181,49.63,2.265,0.514,52.61
032140121,3214,82.94937500613742,0.231,74.702,6.55,0.973,82.481
032140135,3214,55.505999975139275,0.211,51.276,2.486,0.514,54.509
032140150,3214,41.24716701335274,0.131,39.246,1.134,0.328,40.86
032140164,3214,43.178791005630046,0.146,41.064,1.199,0.398,42.829
032140169,3214,50.47575000207871,0.146,47.927,1.656,0.364,50.115
034120002,3412,51.89000000245869,0.173,48.771,1.998,0.45,51.414
034120012,3412,50.94329098938033,0.165,46.374,1.281,0.301,48.138
034120027,3412,62.72104100207798,0.186,58.234,3.332,0.532,62.305
034120035,3412,65.17995800822973,0.207,59.812,3.757,0.545,64.344
034120047,3412,51.047999993897974,0.196,47.886,1.643,0.364,50.109
034120050,3412,49.83087501022965,0.174,47.181,1.642,0.365,49.387
034120052,3412,74.39299998804927,0.207,67.48,3.892,2.315,73.946
034120067,3412,147.032125008991,0.196,143.528,2.273,0.532,146.556
034120077,3412,62.67020798986778,0.171,58.8,2.71,0.586,62.292
034120085,3412,53.53841700707562,0.168,50.149,2.33,0.489,53.174
034120101,3412,55.987375002587214,0.18,51.705,1.825,0.46,54.196
034120111,3412,57.09350001416169,0.167,52.81,1.627,0.464,55.093
034120125,3412,54.64950000168756,0.15,51.765,1.942,0.51,54.392
034120155,3412,69.1262909967918,0.181,65.7,2.348,0.507,68.764
034120161,3412,61.2014590005856,0.169,57.82,2.084,0.515,60.61
034120162,3412,49.59716601297259,0.154,46.799,1.844,0.427,49.249
034120165,3412,52.68991700722836,0.174,49.314,2.178,0.581,52.277
034120170,3412,54.185207991395146,0.205,49.7,2.456,0.46,52.842
034120173,3412,62.26225002319552,0.194,57.805,3.334,0.489,61.842
034120174,3412,53.89883401221596,0.266,49.828,2.398,0.497,53.013
036310007,3631,53.20408401894383,0.164,49.671,2.536,0.414,52.805
036310021,3631,55.00312501681037,0.182,49.815,2.191,0.439,52.65
036310035,3631,60.93970901565626,0.206,56.618,3.144,0.51,60.5
036310036,3631,60.38900002022274,0.216,56.056,3.144,0.591,60.033
036310041,3631,60.827250010333955,0.195,55.582,3.248,0.594,59.645
036310047,3631,61.705540982075036,0.203,56.463,3.511,0.542,60.74
036310062,3631,67.37308399169706,0.23,60.976,4.548,0.688,66.461
036310063,3631,55.50945899449289,0.231,51.514,2.398,0.39,54.553
036310080,3631,52.42433401872404,0.162,47.997,1.976,0.488,50.649
036310097,3631,74.71124999574386,0.195,68.224,5.166,0.654,74.262
036310098,3631,55.399834003765136,0.193,50.997,3.186,0.571,54.977
036310100,3631,53.39466698933393,0.179,49.203,2.594,0.452,52.45
036310110,3631,54.53245900571346,0.186,50.425,2.984,0.495,54.111
036310116,3631,74.10841700038873,0.2,67.054,4.573,0.627,72.477
036310120,3631,51.6640410060063,0.162,47.943,2.197,0.472,50.795
036310134,3631,59.63287499616854,0.162,55.565,3.065,0.458,59.272
036310148,3631,77.6172080077231,0.23,69.575,6.077,0.759,76.662
036310159,3631,60.9065409807954,0.207,55.726,3.385,0.654,59.992
036310170,3631,49.66349998721853,0.154,46.388,1.851,0.422,48.833
036310171,3631,68.92658301512711,0.203,64.37,3.37,0.529,68.492
050150021,5015,64.97900001704693,0.164,59.301,3.97,0.609,64.071
050150024,5015,71.85258300160058,0.223,65.112,4.601,0.928,70.889
050150028,5015,55.88408300536685,0.151,52.266,1.592,0.431,54.465
050150041,5015,92.38029198604636,0.209,82.832,7.139,0.933,91.135
050150069,5015,50.362540991045535,0.14,47.01,1.565,0.489,49.23
050150070,5015,69.76937499712221,0.189,64.778,3.817,0.598,69.405
050150091,5015,64.97224999475293,0.221,59.828,3.364,0.576,64.014
050150093,5015,72.56679199053906,0.199,64.914,5.592,0.846,71.578
050150108,5015,55.066041997633874,0.201,50.076,3.23,0.615,54.142
050150116,5015,99.37200002605096,0.242,88.583,9.304,0.73,98.882
050150125,5015,53.991458989912644,0.185,49.269,2.989,0.577,53.038
050150129,5015,42.07362499437295,0.131,39.381,1.696,0.437,41.667
050150142,5015,45.85404199315235,0.146,42.93,1.915,0.407,45.418
050150145,5015,52.39716698997654,0.191,48.52,2.608,0.503,51.841
050150159,5015,44.07170898048207,0.162,39.101,1.508,0.425,41.219
050150163,5015,41.1164159886539,0.131,39.022,1.282,0.333,40.786
050150165,5015,45.643750025192276,0.135,42.489,2.035,0.612,45.292
050150170,5015,73.4416670165956,0.186,67.127,5.057,0.664,73.06
050150173,5015,62.30991700431332,0.218,56.479,3.987,0.665,61.37
050150175,5015,41.49104200769216,0.179,38.9,1.119,0.32,40.54
050170001,5017,46.16724999505095,0.156,42.936,2.157,0.523,45.791
050170002,5017,83.52191699668765,0.197,75.136,6.923,0.696,82.974
050170005,5017,50.12320799869485,0.177,46.036,2.432,0.504,49.168
050170051,5017,52.116415987256914,0.187,48.58,2.404,0.49,51.683
050170092,5017,45.63870801939629,0.172,40.348,1.472,0.349,42.359
050170099,5017,69.32583299931139,0.169,64.281,3.881,0.62,68.974
050170100,5017,45.150249992730096,0.211,42.508,1.26,0.319,44.318
050170101,5017,65.34529200871475,0.207,60.114,3.973,0.653,64.967
050170102,5017,63.60720898373984,0.206,57.721,3.99,0.739,62.68
050170113,5017,61.19629100430757,0.202,55.967,3.553,0.537,60.28
050170117,5017,50.45375000918284,0.154,46.393,2.448,0.523,49.591
050170123,5017,36.67104200576432,0.127,34.679,1.131,0.331,36.287
050170129,5017,42.50999999931082,0.128,40.256,1.367,0.359,42.129
050170131,5017,88.64108301349916,0.221,77.9,9.129,0.95,88.223
050170132,5017,84.7524999990128,0.212,74.603,7.901,0.842,83.582
050170136,5017,52.07183299353346,0.175,48.847,2.114,0.43,51.586
050170145,5017,61.000291985692456,0.161,56.199,3.655,0.591,60.625
050170151,5017,65.82370799151249,0.208,60.014,3.993,0.613,64.848
050170154,5017,62.80766599229537,0.203,57.208,3.829,0.599,61.862
050170165,5017,72.00799998827279,0.221,65.132,4.93,0.709,71.013
050290009,5029,53.28100000042468,0.201,48.258,3.211,0.651,52.341
050290028,5029,66.28679201821797,0.238,59.56,5.318,0.764,65.902
050290038,5029,56.56962498323992,0.184,50.912,3.693,0.611,55.422
050290042,5029,50.52625000826083,0.189,46.604,2.329,0.423,49.566
050290060,5029,60.00945798587054,0.158,54.484,4.167,0.71,59.54
050290062,5029,54.05870801769197,0.153,49.108,3.065,0.56,52.905
050290068,5029,59.718667005654424,0.184,55.174,3.45,0.523,59.35
050290079,5029,51.20358298881911,0.166,47.627,2.073,0.423,50.31
050290087,5029,87.22675000899471,0.203,77.526,8.137,0.864,86.754
050290120,5029,46.915957995224744,0.193,42.55,2.684,0.531,45.98
050290126,5029,70.92583301709965,0.197,65.307,4.361,0.622,70.509
050290129,5029,54.60591698647477,0.183,50.145,2.785,0.54,53.675
050290132,5029,68.1431670091115,0.29,60.49,4.16,0.618,65.578
050290136,5029,45.179084001574665,0.146,41.877,2.273,0.533,44.848
050290145,5029,62.518499995348975,0.166,56.491,4.461,0.751,61.897
050290149,5029,50.28075000154786,0.215,47.043,1.758,0.325,49.361
050290156,5029,41.02308300207369,0.158,39.051,1.058,0.274,40.562
050290162,5029,49.88058298476972,0.198,46.593,1.565,0.327,48.703
